lakeID,dateSample,taxa,lengthPixels,widthPixels,magnification
WL,6/13/12,Cyclopoids,78.294,,3.2
WL,6/13/12,Cyclopoids,77.524,,3.2
WL,6/13/12,Cyclopoids,142.144,,3.2
WL,6/13/12,Cyclopoids,73.43,,3.2
WL,6/13/12,Cyclopoids,135.163,,3.2
WL,6/13/12,Cyclopoids,90.05,,3.2
WL,6/13/12,Cyclopoids,79.209,,3.2
WL,6/13/12,Cyclopoids,71.176,,3.2
WL,6/13/12,Cyclopoids,65.215,,3.2
WL,6/13/12,Cyclopoids,70.456,,3.2
WL,6/13/12,Cyclopoids,82.298,,3.2
WL,6/13/12,Cyclopoids,161.31,,3.2
WL,6/13/12,Cyclopoids,75.24,,3.2
WL,6/13/12,Cyclopoids,96.151,,3.2
WL,6/13/12,Cyclopoids,77.82,,3.2
WL,6/13/12,Cyclopoids,61.131,,3.2
WL,6/13/12,Cyclopoids,210.238,,3.2
WL,6/13/12,Cyclopoids,73.027,,3.2
WL,6/13/12,Cyclopoids,93.509,,3.2
WL,6/13/12,Cyclopoids,73.824,,3.2
WL,6/13/12,Cyclopoids,70.661,,3.2
WL,6/13/12,Cyclopoids,72.897,,3.2
WL,6/13/12,Cyclopoids,52.839,,3.2
WL,6/13/12,Cyclopoids,73.736,,3.2
WL,6/13/12,Daphnia,84.404,,2.5
WL,6/13/12,Daphnia,80.654,,2.5
WL,6/13/12,Daphnia,79.31,,2.5
WL,6/13/12,Daphnia,60.415,,2.5
WL,6/13/12,Daphnia,112.61,,2.5
WL,6/13/12,Daphnia,198.879,,2.5
WL,6/13/12,Daphnia,81.498,,2.5
WL,6/13/12,Daphnia,173.925,,2.5
WL,6/13/12,Daphnia,84.404,,2.5
WL,6/13/12,Daphnia,89.202,,2.5
WL,6/13/12,Daphnia,100.499,,2.5
WL,6/13/12,Daphnia,222.946,,2.5
WL,6/13/12,Daphnia,186.904,,2.5
WL,6/13/12,Daphnia,192.608,,2.5
WL,6/13/12,Daphnia,139.989,,2.5
WL,6/13/12,Daphnia,119.541,,2.5
WL,6/13/12,Daphnia,200.871,,2.5
WL,6/13/12,Daphnia,155.271,,2.5
WL,6/13/12,Daphnia,180.1,,2.5
WL,6/13/12,Daphnia,205,,2.5
WL,6/13/12,Daphnia,130.92,,2.5
WL,6/13/12,Daphnia,208.849,,2.5
WL,6/13/12,Daphnia,137.641,,2.5
WL,6/13/12,Daphnia,232.207,,2.5
WL,6/13/12,Daphnia,226.418,,2.5
WL,6/13/12,Daphnia,89.09,,2.5
WL,6/13/12,Holopedium,59.933,,3.2
WL,6/13/12,Holopedium,61.847,,3.2
WL,6/13/12,Holopedium,59.363,,3.2
WL,6/13/12,Holopedium,62.362,,3.2
WL,6/13/12,Holopedium,34.928,,3.2
WL,6/13/12,Holopedium,63.953,,3.2
WL,6/13/12,Holopedium,44.721,,3.2
WL,6/13/12,Holopedium,43.105,,3.2
WL,6/13/12,Holopedium,50.912,,3.2
WL,6/13/12,Holopedium,68.096,,3.2
WL,6/13/12,Holopedium,57.983,,3.2
WL,6/13/12,Holopedium,48.415,,3.2
WL,6/13/12,Holopedium,42.942,,3.2
WL,6/13/12,Holopedium,36.346,,3.2
WL,6/13/12,Holopedium,42.953,,3.2
WL,6/13/12,Holopedium,54.129,,3.2
WL,6/13/12,Holopedium,65.46,,3.2
WL,6/13/12,Holopedium,51.078,,3.2
WL,6/13/12,Holopedium,42.048,,3.2
WL,6/13/12,Holopedium,41.012,,3.2
WL,6/13/12,Holopedium,41.11,,3.2
WL,6/13/12,Holopedium,50.695,,3.2
WL,6/13/12,Holopedium,53.413,,3.2
WL,6/13/12,Holopedium,38.328,,3.2
WL,6/13/12,Holopedium,47.127,,3.2
WL,6/13/12,Holopedium,56.462,,3.2
WL,6/13/12,Holopedium,57.28,,3.2
WL,6/20/12,Chaoborus,384.655,37.108,0.63
WL,6/20/12,Chaoborus,356.751,44.045,0.63
WL,6/20/12,Chaoborus,409.517,48.847,0.63
WL,6/20/12,Chaoborus,398.656,43.566,0.63
WL,6/20/12,Chaoborus,228.838,19.105,0.63
WL,6/20/12,Chaoborus,363.731,50.01,0.63
WL,6/20/12,Chaoborus,379.111,44.822,0.63
WL,6/20/12,Chaoborus,342.449,41.012,0.63
WL,6/20/12,Chaoborus,338.212,41.773,0.63
WL,6/20/12,Chaoborus,357.563,50.249,0.63
WL,6/20/12,Chaoborus,385.442,43.278,0.63
WL,6/20/12,Chaoborus,261.327,24.331,0.63
WL,6/20/12,Chaoborus,369.069,44.011,0.63
WL,6/20/12,Chaoborus,435.774,43.932,0.63
WL,6/20/12,Chaoborus,384.316,34.205,0.63
WL,6/20/12,Chaoborus,351.496,45.706,0.63
WL,6/20/12,Chaoborus,400.194,42.107,0.63
WL,6/20/12,Chaoborus,372.555,47.854,0.63
WL,6/20/12,Chaoborus,320.699,30.871,0.63
WL,6/20/12,Chaoborus,208.521,26,0.63
WL,6/20/12,Chaoborus,263.864,26.926,0.63
WL,6/20/12,Chaoborus,391.429,45.618,0.63
WL,6/20/12,Cyclopoids,71.568,,3.2
WL,6/20/12,Cyclopoids,78.772,,3.2
WL,6/20/12,Cyclopoids,81.492,,3.2
WL,6/20/12,Cyclopoids,82.298,,3.2
WL,6/20/12,Cyclopoids,88.955,,3.2
WL,6/20/12,Cyclopoids,222.32,,3.2
WL,6/20/12,Cyclopoids,81.253,,3.2
WL,6/20/12,Cyclopoids,77.897,,3.2
WL,6/20/12,Cyclopoids,70.803,,3.2
WL,6/20/12,Cyclopoids,77.621,,3.2
WL,6/20/12,Cyclopoids,81.123,,3.2
WL,6/20/12,Cyclopoids,82.219,,3.2
WL,6/20/12,Cyclopoids,223.895,,3.2
WL,6/20/12,Cyclopoids,66.708,,3.2
WL,6/20/12,Cyclopoids,101.119,,3.2
WL,6/20/12,Cyclopoids,65.192,,3.2
WL,6/20/12,Cyclopoids,87.784,,3.2
WL,6/20/12,Cyclopoids,86.683,,3.2
WL,6/20/12,Cyclopoids,85.615,,3.2
WL,6/20/12,Cyclopoids,64.885,,3.2
WL,6/20/12,Cyclopoids,76.217,,3.2
WL,6/20/12,Cyclopoids,220.291,,3.2
WL,6/20/12,Cyclopoids,104.048,,3.2
WL,6/20/12,Cyclopoids,79.404,,3.2
WL,6/20/12,Cyclopoids,77.389,,3.2
WL,6/20/12,Cyclopoids,65.765,,3.2
WL,6/20/12,Daphnia,122.919,,2.5
WL,6/20/12,Daphnia,140.161,,2.5
WL,6/20/12,Daphnia,88.238,,2.5
WL,6/20/12,Daphnia,87.801,,2.5
WL,6/20/12,Daphnia,105.622,,2.5
WL,6/20/12,Daphnia,130.384,,2.5
WL,6/20/12,Daphnia,184.054,,2.5
WL,6/20/12,Daphnia,173.277,,2.5
WL,6/20/12,Daphnia,95.718,,2.5
WL,6/20/12,Daphnia,104.995,,2.5
WL,6/20/12,Daphnia,96.208,,2.5
WL,6/20/12,Daphnia,108.632,,2.5
WL,6/20/12,Daphnia,148.862,,2.5
WL,6/20/12,Daphnia,82.759,,2.5
WL,6/20/12,Daphnia,106.471,,2.5
WL,6/20/12,Daphnia,124.391,,2.5
WL,6/20/12,Daphnia,127.613,,2.5
WL,6/20/12,Daphnia,209.344,,2.5
WL,6/20/12,Daphnia,133.094,,2.5
WL,6/20/12,Daphnia,194.288,,2.5
WL,6/20/12,Daphnia,147.801,,2.5
WL,6/20/12,Daphnia,105.418,,2.5
WL,6/20/12,Daphnia,201.638,,2.5
WL,6/20/12,Daphnia,153.838,,2.5
WL,6/20/12,Daphnia,201.896,,2.5
WL,6/20/12,Daphnia,115.317,,2.5
WL,6/20/12,Daphnia,147.054,,2.5
WL,6/20/12,Holopedium,44.688,,3.2
WL,6/20/12,Holopedium,52.697,,3.2
WL,6/20/12,Holopedium,46.872,,3.2
WL,6/20/12,Holopedium,50.249,,3.2
WL,6/20/12,Holopedium,43.6,,3.2
WL,6/20/12,Holopedium,34.205,,3.2
WL,6/20/12,Holopedium,34.886,,3.2
WL,6/20/12,Holopedium,48.083,,3.2
WL,6/20/12,Holopedium,38.079,,3.2
WL,6/20/12,Holopedium,48.795,,3.2
WL,6/20/12,Holopedium,50,,3.2
WL,6/20/12,Holopedium,55.172,,3.2
WL,6/20/12,Holopedium,50.99,,3.2
WL,6/20/12,Holopedium,36.797,,3.2
WL,6/20/12,Holopedium,44.147,,3.2
WL,6/20/12,Holopedium,67.268,,3.2
WL,6/20/12,Holopedium,46.043,,3.2
WL,6/20/12,Holopedium,46.84,,3.2
WL,6/20/12,Holopedium,56.08,,3.2
WL,6/20/12,Holopedium,40.497,,3.2
WL,6/20/12,Holopedium,43.738,,3.2
WL,6/20/12,Holopedium,62.65,,3.2
WL,6/20/12,Holopedium,48.301,,3.2
WL,6/20/12,Holopedium,18.028,,3.2
WL,6/27/12,Chaoborus,292.855,37.216,0.63
WL,6/27/12,Chaoborus,304.826,29.428,0.63
WL,6/27/12,Chaoborus,466.321,36.497,0.63
WL,6/27/12,Chaoborus,342.764,36.056,0.63
WL,6/27/12,Chaoborus,186.734,41.304,0.63
WL,6/27/12,Chaoborus,190.221,19.849,0.63
WL,6/27/12,Chaoborus,277.513,32.249,0.63
WL,6/27/12,Chaoborus,371.229,29.682,0.63
WL,6/27/12,Chaoborus,380.077,42,0.63
WL,6/27/12,Chaoborus,184.935,20.591,0.63
WL,6/27/12,Chaoborus,366.355,44.643,0.63
WL,6/27/12,Chaoborus,270.647,43.081,0.63
WL,6/27/12,Chaoborus,334.381,38.833,0.63
WL,6/27/12,Chaoborus,346.156,34.482,0.63
WL,6/27/12,Chaoborus,414.952,31.113,0.63
WL,6/27/12,Chaoborus,382.196,34.059,0.63
WL,6/27/12,Chaoborus,322.681,27.166,0.63
WL,6/27/12,Chaoborus,390.714,38.601,0.63
WL,6/27/12,Chaoborus,355.187,31.064,0.63
WL,6/27/12,Chaoborus,172.887,14.318,0.63
WL,6/27/12,Chaoborus,322.87,32.249,0.63
WL,6/27/12,Chaoborus,286.348,39.319,0.63
WL,6/27/12,Chaoborus,405.054,34.132,0.63
WL,6/27/12,Chaoborus,373.161,27.731,0.63
WL,6/27/12,Chaoborus,343.111,30.265,0.63
WL,6/27/12,Chaoborus,208.492,23.022,0.63
WL,6/27/12,Chaoborus,368.551,16.971,0.63
WL,6/27/12,Chaoborus,371.852,40.311,0.63
WL,6/27/12,Cyclopoids,65.795,,3.2
WL,6/27/12,Cyclopoids,176.921,,3.2
WL,6/27/12,Cyclopoids,71.218,,3.2
WL,6/27/12,Cyclopoids,46.098,,3.2
WL,6/27/12,Cyclopoids,77.389,,3.2
WL,6/27/12,Cyclopoids,88.142,,3.2
WL,6/27/12,Cyclopoids,78.518,,3.2
WL,6/27/12,Cyclopoids,82.735,,3.2
WL,6/27/12,Cyclopoids,142.032,,3.2
WL,6/27/12,Cyclopoids,66.573,,3.2
WL,6/27/12,Cyclopoids,85.796,,3.2
WL,6/27/12,Cyclopoids,65,,3.2
WL,6/27/12,Cyclopoids,64.777,,3.2
WL,6/27/12,Cyclopoids,72.201,,3.2
WL,6/27/12,Cyclopoids,94.154,,3.2
WL,6/27/12,Cyclopoids,84.599,,3.2
WL,6/27/12,Cyclopoids,60.877,,3.2
WL,6/27/12,Cyclopoids,42.45,,3.2
WL,6/27/12,Cyclopoids,107.615,,3.2
WL,6/27/12,Cyclopoids,111.306,,3.2
WL,6/27/12,Cyclopoids,65.765,,3.2
WL,6/27/12,Cyclopoids,85.428,,3.2
WL,6/27/12,Cyclopoids,46.011,,3.2
WL,6/27/12,Cyclopoids,61.188,,3.2
WL,6/27/12,Cyclopoids,80.957,,3.2
WL,6/27/12,Cyclopoids,89.051,,3.2
WL,6/27/12,Cyclopoids,65.734,,3.2
WL,6/27/12,Cyclopoids,83.409,,3.2
WL,6/27/12,Cyclopoids,79.202,,3.2
WL,6/27/12,Daphnia,137.015,,2.5
WL,6/27/12,Daphnia,119.921,,2.5
WL,6/27/12,Daphnia,127.566,,2.5
WL,6/27/12,Daphnia,96.021,,2.5
WL,6/27/12,Daphnia,106.438,,2.5
WL,6/27/12,Daphnia,116.726,,2.5
WL,6/27/12,Daphnia,127.318,,2.5
WL,6/27/12,Daphnia,64.133,,2.5
WL,6/27/12,Daphnia,91.967,,2.5
WL,6/27/12,Daphnia,124.952,,2.5
WL,6/27/12,Daphnia,121.643,,2.5
WL,6/27/12,Daphnia,88.6,,2.5
WL,6/27/12,Daphnia,156.554,,2.5
WL,6/27/12,Daphnia,162.8,,2.5
WL,6/27/12,Daphnia,137.906,,2.5
WL,6/27/12,Daphnia,119.231,,2.5
WL,6/27/12,Daphnia,120.416,,2.5
WL,6/27/12,Daphnia,117.38,,2.5
WL,6/27/12,Daphnia,143.003,,2.5
WL,6/27/12,Daphnia,130.062,,2.5
WL,6/27/12,Daphnia,79.63,,2.5
WL,6/27/12,Daphnia,155.242,,2.5
WL,6/27/12,Daphnia,113.159,,2.5
WL,6/27/12,Daphnia,83.487,,2.5
WL,6/27/12,Daphnia,104.062,,2.5
WL,6/27/12,Daphnia,85.212,,2.5
WL,6/27/12,Holopedium,54.818,,3.2
WL,6/27/12,Holopedium,52.811,,3.2
WL,6/27/12,Holopedium,61.814,,3.2
WL,6/27/12,Holopedium,48.836,,3.2
WL,6/27/12,Holopedium,63.325,,3.2
WL,6/27/12,Holopedium,77.104,,3.2
WL,6/27/12,Holopedium,56.303,,3.2
WL,6/27/12,Holopedium,61.911,,3.2
WL,6/27/12,Holopedium,39.319,,3.2
WL,6/27/12,Holopedium,65,,3.2
WL,6/27/12,Holopedium,60.811,,3.2
WL,6/27/12,Holopedium,60.828,,3.2
WL,6/27/12,Holopedium,47.17,,3.2
WL,6/27/12,Holopedium,47.202,,3.2
WL,6/27/12,Holopedium,59.135,,3.2
WL,6/27/12,Holopedium,68.71,,3.2
WL,6/27/12,Holopedium,53.852,,3.2
WL,6/27/12,Holopedium,63.506,,3.2
WL,6/27/12,Holopedium,55.109,,3.2
WL,6/27/12,Holopedium,64.281,,3.2
WL,6/27/12,Holopedium,44.283,,3.2
WL,6/27/12,Holopedium,55.902,,3.2
WL,6/27/12,Holopedium,63.906,,3.2
WL,6/27/12,Holopedium,61.327,,3.2
WL,6/27/12,Holopedium,52.345,,3.2
