,lakeID,dateSample,taxa,length_mm,width_mm
597,EL,5/16/12,daphnia,0.588,NA
598,EL,5/16/12,daphnia,0.589,NA
599,EL,5/16/12,daphnia,0.474,NA
600,EL,5/16/12,daphnia,0.623,NA
601,EL,5/16/12,daphnia,0.544,NA
602,EL,5/16/12,daphnia,0.825,NA
603,EL,5/16/12,daphnia,0.55,NA
604,EL,5/16/12,holopedium,0.286,NA
605,EL,5/16/12,holopedium,0.217,NA
606,EL,5/16/12,holopedium,0.289,NA
607,EL,5/16/12,holopedium,0.266,NA
608,EL,5/16/12,holopedium,0.225,NA
609,EL,5/16/12,holopedium,0.338,NA
610,EL,5/16/12,holopedium,0.212,NA
611,EL,5/16/12,holopedium,0.189,NA
612,EL,5/16/12,holopedium,0.369,NA
613,EL,5/16/12,holopedium,0.305,NA
614,EL,5/16/12,holopedium,0.161,NA
615,EL,5/16/12,holopedium,0.206,NA
616,EL,5/16/12,holopedium,0.329,NA
617,EL,5/16/12,holopedium,0.399,NA
618,EL,5/16/12,holopedium,0.229,NA
619,EL,5/16/12,holopedium,0.274,NA
620,EL,5/16/12,holopedium,0.102,NA
621,EL,5/16/12,holopedium,0.146,NA
622,EL,5/16/12,holopedium,0.228,NA
623,EL,5/16/12,holopedium,0.278,NA
624,EL,5/16/12,holopedium,0.091,NA
625,EL,5/16/12,holopedium,0.196,NA
626,EL,5/16/12,holopedium,0.198,NA
627,EL,5/16/12,holopedium,0.14,NA
628,EL,5/16/12,holopedium,0.081,NA
629,EL,5/22/12,cyclopoid,0.314,NA
630,EL,5/22/12,cyclopoid,0.763,NA
631,EL,5/22/12,cyclopoid,0.563,NA
632,EL,5/22/12,cyclopoid,0.752,NA
633,EL,5/22/12,cyclopoid,0.336,NA
634,EL,5/22/12,cyclopoid,0.344,NA
635,EL,5/22/12,cyclopoid,0.38,NA
636,EL,5/22/12,cyclopoid,0.389,NA
637,EL,5/22/12,cyclopoid,0.215,NA
638,EL,5/22/12,cyclopoid,0.482,NA
639,EL,5/22/12,cyclopoid,0.555,NA
640,EL,5/22/12,cyclopoid,0.484,NA
641,EL,5/22/12,cyclopoid,0.46,NA
642,EL,5/22/12,cyclopoid,0.516,NA
643,EL,5/22/12,cyclopoid,0.61,NA
644,EL,5/22/12,cyclopoid,0.296,NA
645,EL,5/22/12,cyclopoid,0.455,NA
646,EL,5/22/12,cyclopoid,0.299,NA
647,EL,5/22/12,cyclopoid,0.444,NA
648,EL,5/22/12,cyclopoid,0.419,NA
649,EL,5/22/12,cyclopoid,0.483,NA
650,EL,5/22/12,cyclopoid,0.473,NA
651,EL,5/22/12,cyclopoid,0.404,NA
652,EL,5/22/12,cyclopoid,0.296,NA
653,EL,5/22/12,cyclopoid,0.364,NA
654,EL,5/22/12,daphnia,1.326,NA
655,EL,5/22/12,daphnia,0.631,NA
656,EL,5/22/12,daphnia,0.523,NA
657,EL,5/22/12,daphnia,0.421,NA
658,EL,5/22/12,daphnia,0.571,NA
659,EL,5/22/12,daphnia,0.715,NA
660,EL,5/22/12,daphnia,0.576,NA
661,EL,5/22/12,daphnia,0.655,NA
662,EL,5/22/12,daphnia,0.599,NA
663,EL,5/22/12,daphnia,0.526,NA
664,EL,5/22/12,daphnia,0.629,NA
665,EL,5/22/12,daphnia,0.507,NA
666,EL,5/22/12,daphnia,0.446,NA
667,EL,5/22/12,daphnia,0.455,NA
668,EL,5/22/12,daphnia,1.33,NA
669,EL,5/22/12,daphnia,0.826,NA
670,EL,5/22/12,daphnia,0.523,NA
671,EL,5/22/12,daphnia,0.315,NA
672,EL,5/22/12,daphnia,0.496,NA
673,EL,5/22/12,daphnia,0.428,NA
674,EL,5/22/12,daphnia,0.66,NA
675,EL,5/22/12,daphnia,0.582,NA
676,EL,5/22/12,daphnia,0.605,NA
677,EL,5/22/12,daphnia,0.837,NA
678,EL,5/22/12,daphnia,0.376,NA
679,EL,5/22/12,holopedium,0.21,NA
680,EL,5/22/12,holopedium,0.186,NA
681,EL,5/22/12,holopedium,0.238,NA
682,EL,5/22/12,holopedium,0.302,NA
683,EL,5/22/12,holopedium,0.251,NA
684,EL,5/22/12,holopedium,0.22,NA
685,EL,5/22/12,holopedium,0.109,NA
686,EL,5/22/12,holopedium,0.203,NA
687,EL,5/22/12,holopedium,0.316,NA
688,EL,5/22/12,holopedium,0.266,NA
689,EL,5/22/12,holopedium,0.168,NA
690,EL,5/22/12,holopedium,0.123,NA
691,EL,5/22/12,holopedium,0.237,NA
692,EL,5/22/12,holopedium,0.203,NA
693,EL,5/22/12,holopedium,0.288,NA
694,EL,5/22/12,holopedium,0.197,NA
695,EL,5/22/12,holopedium,0.136,NA
696,EL,5/22/12,holopedium,0.164,NA
697,EL,5/22/12,holopedium,0.239,NA
698,EL,5/22/12,holopedium,0.131,NA
699,EL,5/22/12,holopedium,0.072,NA
700,EL,5/22/12,holopedium,0.138,NA
701,EL,5/22/12,holopedium,0.234,NA
702,EL,5/22/12,holopedium,0.226,NA
703,EL,5/22/12,holopedium,0.2,NA
704,EL,6/6/12,cyclopoid,0.53,NA
705,EL,6/6/12,cyclopoid,0.629,NA
706,EL,6/6/12,cyclopoid,0.452,NA
707,EL,6/6/12,cyclopoid,0.419,NA
708,EL,6/6/12,cyclopoid,0.56,NA
709,EL,6/6/12,cyclopoid,0.584,NA
710,EL,6/6/12,cyclopoid,0.415,NA
711,EL,6/6/12,cyclopoid,0.631,NA
712,EL,6/6/12,cyclopoid,0.335,NA
713,EL,6/6/12,cyclopoid,0.342,NA
714,EL,6/6/12,cyclopoid,0.398,NA
715,EL,6/6/12,cyclopoid,0.487,NA
716,EL,6/6/12,cyclopoid,0.505,NA
717,EL,6/6/12,cyclopoid,0.357,NA
718,EL,6/6/12,cyclopoid,0.494,NA
719,EL,6/6/12,cyclopoid,0.235,NA
720,EL,6/6/12,cyclopoid,0.483,NA
721,EL,6/6/12,cyclopoid,0.528,NA
722,EL,6/6/12,cyclopoid,0.847,NA
723,EL,6/6/12,cyclopoid,0.369,NA
724,EL,6/6/12,cyclopoid,0.725,NA
725,EL,6/6/12,cyclopoid,1.356,NA
726,EL,6/6/12,cyclopoid,1.619,NA
727,EL,6/6/12,cyclopoid,0.799,NA
728,EL,6/6/12,cyclopoid,0.582,NA
729,EL,6/6/12,daphnia,1.096,NA
730,EL,6/6/12,daphnia,0.707,NA
731,EL,6/6/12,daphnia,1.371,NA
732,EL,6/6/12,daphnia,1.121,NA
733,EL,6/6/12,daphnia,0.994,NA
734,EL,6/6/12,daphnia,1.268,NA
735,EL,6/6/12,daphnia,1.311,NA
736,EL,6/6/12,daphnia,1.8,NA
737,EL,6/6/12,daphnia,1.636,NA
738,EL,6/6/12,daphnia,1.91,NA
739,EL,6/6/12,daphnia,0.957,NA
740,EL,6/6/12,daphnia,1.222,NA
741,EL,6/6/12,daphnia,1.433,NA
742,EL,6/6/12,daphnia,1.304,NA
743,EL,6/6/12,daphnia,0.667,NA
744,EL,6/6/12,daphnia,1.368,NA
745,EL,6/6/12,daphnia,1.463,NA
746,EL,6/6/12,daphnia,0.529,NA
747,EL,6/6/12,daphnia,1.685,NA
748,EL,6/6/12,daphnia,1.324,NA
749,EL,6/6/12,daphnia,1.307,NA
750,EL,6/6/12,daphnia,1.19,NA
751,EL,6/6/12,daphnia,1.096,NA
752,EL,6/6/12,daphnia,1.5,NA
753,EL,6/6/12,daphnia,1.167,NA
754,EL,6/6/12,holopedium,0.103,NA
755,EL,6/6/12,holopedium,0.334,NA
756,EL,6/6/12,holopedium,0.1,NA
757,EL,6/6/12,holopedium,0.216,NA
758,EL,6/6/12,holopedium,0.392,NA
759,EL,6/6/12,holopedium,0.256,NA
760,EL,6/6/12,holopedium,0.443,NA
761,EL,6/6/12,holopedium,0.334,NA
762,EL,6/6/12,holopedium,0.366,NA
763,EL,6/6/12,holopedium,0.377,NA
764,EL,6/6/12,holopedium,0.513,NA
765,EL,6/6/12,holopedium,0.167,NA
766,EL,6/6/12,holopedium,0.221,NA
767,EL,6/6/12,holopedium,0.121,NA
768,EL,6/6/12,holopedium,0.181,NA
769,EL,6/6/12,holopedium,0.151,NA
770,EL,6/6/12,holopedium,0.377,NA
771,EL,6/6/12,holopedium,0.258,NA
772,EL,6/6/12,holopedium,0.277,NA
773,EL,6/6/12,holopedium,0.339,NA
774,EL,6/6/12,holopedium,0.227,NA
775,EL,6/6/12,holopedium,0.105,NA
776,EL,6/6/12,holopedium,0.164,NA
777,EL,6/6/12,holopedium,0.338,NA
778,EL,6/6/12,holopedium,0.22,NA
779,WL,5/16/12,cyclopoid,1.518,NA
780,WL,5/16/12,cyclopoid,0.884,NA
781,WL,5/16/12,cyclopoid,1.408,NA
782,WL,5/16/12,cyclopoid,0.695,NA
783,WL,5/16/12,cyclopoid,0.384,NA
784,WL,5/16/12,cyclopoid,0.507,NA
785,WL,5/16/12,cyclopoid,0.444,NA
786,WL,5/16/12,cyclopoid,0.622,NA
787,WL,5/16/12,daphnia,2.053,NA
788,WL,5/16/12,daphnia,2.106,NA
789,WL,5/16/12,daphnia,1.957,NA
790,WL,5/16/12,daphnia,1.612,NA
791,WL,5/16/12,daphnia,1.4,NA
792,WL,5/16/12,daphnia,1.716,NA
793,WL,5/16/12,daphnia,1.152,NA
794,WL,5/16/12,daphnia,1.037,NA
795,WL,5/16/12,daphnia,0.656,NA
796,WL,5/16/12,daphnia,1.124,NA
797,WL,5/16/12,daphnia,1.034,NA
798,WL,5/16/12,daphnia,0.805,NA
799,WL,5/16/12,daphnia,1.761,NA
800,WL,5/16/12,daphnia,0.583,NA
801,WL,5/16/12,daphnia,1.015,NA
802,WL,5/16/12,daphnia,0.954,NA
803,WL,5/16/12,daphnia,1.8,NA
804,WL,5/16/12,daphnia,1.163,NA
805,WL,5/16/12,daphnia,0.674,NA
806,WL,5/16/12,daphnia,0.756,NA
807,WL,5/16/12,daphnia,1.03,NA
808,WL,5/16/12,daphnia,1.874,NA
809,WL,5/16/12,daphnia,1.066,NA
810,WL,5/16/12,daphnia,1.154,NA
811,WL,5/16/12,daphnia,0.92,NA
812,WL,5/16/12,holopedium,0.374,NA
813,WL,5/16/12,holopedium,0.27,NA
814,WL,5/16/12,holopedium,0.421,NA
815,WL,5/16/12,holopedium,0.331,NA
816,WL,5/16/12,holopedium,0.201,NA
817,WL,5/16/12,holopedium,0.295,NA
818,WL,5/16/12,holopedium,0.254,NA
819,WL,5/16/12,holopedium,0.333,NA
820,WL,5/16/12,holopedium,0.289,NA
821,WL,5/16/12,holopedium,0.294,NA
822,WL,5/16/12,holopedium,0.307,NA
823,WL,5/16/12,holopedium,0.292,NA
824,WL,5/16/12,holopedium,0.3,NA
825,WL,5/16/12,holopedium,0.311,NA
826,WL,5/16/12,holopedium,0.131,NA
827,WL,5/16/12,holopedium,0.268,NA
828,WL,5/16/12,holopedium,0.284,NA
829,WL,5/16/12,holopedium,0.262,NA
830,WL,5/16/12,holopedium,0.316,NA
831,WL,5/16/12,holopedium,0.35,NA
832,WL,5/16/12,holopedium,0.322,NA
833,WL,5/16/12,holopedium,0.563,NA
834,WL,5/16/12,holopedium,0.258,NA
835,WL,5/16/12,holopedium,0.376,NA
836,WL,5/16/12,holopedium,0.33,NA
837,WL,5/22/12,cyclopoid,1.333,NA
838,WL,5/22/12,cyclopoid,0.663,NA
839,WL,5/22/12,cyclopoid,1.368,NA
840,WL,5/22/12,cyclopoid,0.507,NA
841,WL,5/22/12,cyclopoid,0.422,NA
842,WL,5/22/12,cyclopoid,0.474,NA
843,WL,5/22/12,cyclopoid,0.329,NA
844,WL,5/22/12,cyclopoid,0.442,NA
845,WL,5/22/12,daphnia,2.061,NA
846,WL,5/22/12,daphnia,2.085,NA
847,WL,5/22/12,daphnia,2.051,NA
848,WL,5/22/12,daphnia,1.675,NA
849,WL,5/22/12,daphnia,1.331,NA
850,WL,5/22/12,daphnia,1.735,NA
851,WL,5/22/12,daphnia,0.952,NA
852,WL,5/22/12,daphnia,1.137,NA
853,WL,5/22/12,daphnia,0.712,NA
854,WL,5/22/12,daphnia,1.131,NA
855,WL,5/22/12,daphnia,1.146,NA
856,WL,5/22/12,daphnia,0.969,NA
857,WL,5/22/12,daphnia,1.881,NA
858,WL,5/22/12,daphnia,0.759,NA
859,WL,5/22/12,daphnia,0.733,NA
860,WL,5/22/12,daphnia,1.148,NA
861,WL,5/22/12,daphnia,1.669,NA
862,WL,5/22/12,daphnia,1.107,NA
863,WL,5/22/12,daphnia,0.808,NA
864,WL,5/22/12,daphnia,0.77,NA
865,WL,5/22/12,daphnia,0.859,NA
866,WL,5/22/12,daphnia,1.74,NA
867,WL,5/22/12,daphnia,0.899,NA
868,WL,5/22/12,daphnia,1.081,NA
869,WL,5/22/12,daphnia,1.163,NA
870,WL,5/22/12,holopedium,0.394,NA
871,WL,5/22/12,holopedium,0.351,NA
872,WL,5/22/12,holopedium,0.502,NA
873,WL,5/22/12,holopedium,0.42,NA
874,WL,5/22/12,holopedium,0.244,NA
875,WL,5/22/12,holopedium,0.284,NA
876,WL,5/22/12,holopedium,0.267,NA
877,WL,5/22/12,holopedium,0.265,NA
878,WL,5/22/12,holopedium,0.21,NA
879,WL,5/22/12,holopedium,0.221,NA
880,WL,5/22/12,holopedium,0.303,NA
881,WL,5/22/12,holopedium,0.413,NA
882,WL,5/22/12,holopedium,0.314,NA
883,WL,5/22/12,holopedium,0.339,NA
884,WL,5/22/12,holopedium,0.214,NA
885,WL,5/22/12,holopedium,0.378,NA
886,WL,5/22/12,holopedium,0.284,NA
887,WL,5/22/12,holopedium,0.353,NA
888,WL,5/22/12,holopedium,0.378,NA
889,WL,5/22/12,holopedium,0.188,NA
890,WL,5/22/12,holopedium,0.35,NA
891,WL,5/22/12,holopedium,0.47,NA
892,WL,5/22/12,holopedium,0.293,NA
893,WL,5/22/12,holopedium,0.255,NA
894,WL,5/22/12,holopedium,0.264,NA
895,WL,6/6/12,cyclopoid,0.484,NA
896,WL,6/6/12,cyclopoid,0.505,NA
897,WL,6/6/12,cyclopoid,0.473,NA
898,WL,6/6/12,cyclopoid,0.536,NA
899,WL,6/6/12,cyclopoid,0.651,NA
900,WL,6/6/12,cyclopoid,0.54,NA
901,WL,6/6/12,cyclopoid,0.504,NA
902,WL,6/6/12,cyclopoid,0.339,NA
903,WL,6/6/12,cyclopoid,0.746,NA
904,WL,6/6/12,cyclopoid,0.44,NA
905,WL,6/6/12,cyclopoid,0.352,NA
906,WL,6/6/12,cyclopoid,0.48,NA
907,WL,6/6/12,cyclopoid,0.389,NA
908,WL,6/6/12,cyclopoid,0.449,NA
909,WL,6/6/12,cyclopoid,0.681,NA
910,WL,6/6/12,cyclopoid,0.25,NA
911,WL,6/6/12,cyclopoid,0.3,NA
912,WL,6/6/12,cyclopoid,0.455,NA
913,WL,6/6/12,cyclopoid,0.336,NA
914,WL,6/6/12,cyclopoid,0.17,NA
915,WL,6/6/12,cyclopoid,0.4,NA
916,WL,6/6/12,cyclopoid,0.575,NA
917,WL,6/6/12,cyclopoid,0.092,NA
918,WL,6/6/12,cyclopoid,0.402,NA
919,WL,6/6/12,cyclopoid,0.749,NA
920,WL,6/6/12,daphnia,1.448,NA
921,WL,6/6/12,daphnia,2.009,NA
922,WL,6/6/12,daphnia,1.135,NA
923,WL,6/6/12,daphnia,1.272,NA
924,WL,6/6/12,daphnia,0.837,NA
925,WL,6/6/12,daphnia,1.334,NA
926,WL,6/6/12,daphnia,0.814,NA
927,WL,6/6/12,daphnia,1.395,NA
928,WL,6/6/12,daphnia,1.671,NA
929,WL,6/6/12,daphnia,1.957,NA
930,WL,6/6/12,daphnia,1.254,NA
931,WL,6/6/12,daphnia,1.762,NA
932,WL,6/6/12,daphnia,1.034,NA
933,WL,6/6/12,daphnia,1.534,NA
934,WL,6/6/12,daphnia,1.149,NA
935,WL,6/6/12,daphnia,0.999,NA
936,WL,6/6/12,daphnia,1.148,NA
937,WL,6/6/12,daphnia,1.303,NA
938,WL,6/6/12,daphnia,1.107,NA
939,WL,6/6/12,daphnia,1.223,NA
940,WL,6/6/12,daphnia,1.17,NA
941,WL,6/6/12,daphnia,1.072,NA
942,WL,6/6/12,daphnia,1.612,NA
943,WL,6/6/12,daphnia,1.163,NA
944,WL,6/6/12,daphnia,0.923,NA
945,WL,6/6/12,holopedium,0.242,NA
946,WL,6/6/12,holopedium,0.278,NA
947,WL,6/6/12,holopedium,0.22,NA
948,WL,6/6/12,holopedium,0.3,NA
949,WL,6/6/12,holopedium,0.205,NA
950,WL,6/6/12,holopedium,0.29,NA
951,WL,6/6/12,holopedium,0.223,NA
952,WL,6/6/12,holopedium,0.16,NA
953,WL,6/6/12,holopedium,0.265,NA
954,WL,6/6/12,holopedium,0.321,NA
955,WL,6/6/12,holopedium,0.453,NA
956,WL,6/6/12,holopedium,0.234,NA
957,WL,6/6/12,holopedium,0.145,NA
958,WL,6/6/12,holopedium,0.236,NA
959,WL,6/6/12,holopedium,0.522,NA
960,WL,6/6/12,holopedium,0.265,NA
961,WL,6/6/12,holopedium,0.385,NA
962,WL,6/6/12,holopedium,0.354,NA
963,WL,6/6/12,holopedium,0.332,NA
964,WL,6/6/12,holopedium,0.308,NA
965,WL,6/6/12,holopedium,0.297,NA
966,WL,6/6/12,holopedium,0.307,NA
967,WL,6/6/12,holopedium,0.343,NA
968,WL,6/6/12,holopedium,0.245,NA
969,WL,6/6/12,holopedium,0.315,NA
970,EL,5/30/12,bosmina,0.280934785,NA
971,EL,5/30/12,bosmina,0.309852196,NA
972,EL,5/30/12,chaoborus,12.50584083,1.411075712
973,EL,5/30/12,chaoborus,12.44587081,0.905797101
974,EL,5/30/12,chaoborus,12.2321027,1.46935907
975,EL,5/30/12,chaoborus,12.68231509,1.484195402
976,EL,5/30/12,chaoborus,11.59370315,1.23759995
977,EL,5/30/12,chaoborus,10.4096077,1.375718391
978,EL,5/30/12,chaoborus,8.704991254,1.107821089
979,EL,5/30/12,chaoborus,11.18425162,1.030734633
980,EL,5/30/12,chaoborus,10.23788106,1.063811844
981,EL,5/30/12,chaoborus,8.704429035,1.553566967
982,EL,5/30/12,chaoborus,9.371408046,0.848513243
983,EL,5/30/12,chaoborus,9.947213893,1.096764118
984,EL,5/30/12,chaoborus,11.71792229,0.799975012
985,EL,5/30/12,chaoborus,7.389336582,1.156109445
986,EL,5/30/12,chaoborus,8.940123688,1.145927036
987,EL,5/30/12,chaoborus,11.77617441,1.243503248
988,EL,5/30/12,chaoborus,9.33174038,1.433033483
989,EL,5/30/12,chaoborus,11.22332584,1.097201399
990,EL,5/30/12,chaoborus,9.205116192,1.082896052
991,EL,5/30/12,chaoborus,8.541947776,1.364349075
992,EL,5/30/12,chaoborus,9.166323088,1.230884558
993,EL,5/30/12,chaoborus,6.767741129,1.216547976
994,EL,5/30/12,chaoborus,13.77476887,1.003873063
995,EL,5/30/12,chaoborus,9.6130997,1.616066967
996,EL,5/30/12,chaoborus,8.558064718,1.062437531
997,EL,5/30/12,chaoborus,12.41610445,1.077023988
998,EL,5/30/12,chaoborus,9.879466517,1.285169915
999,EL,5/30/12,chaoborus,9.956584208,1.068372064
1000,EL,5/30/12,chaoborus,8.766866567,1.344515242
1001,EL,5/30/12,chaoborus,9.12678036,0.795102449
1002,EL,5/30/12,chaoborus,10.68306472,1.387368816
1003,EL,5/30/12,cyclopoid,0.789946066,NA
1004,EL,5/30/12,cyclopoid,0.480572481,NA
1005,EL,5/30/12,cyclopoid,0.458288732,NA
1006,EL,5/30/12,cyclopoid,0.433179629,NA
1007,EL,5/30/12,cyclopoid,0.469024044,NA
1008,EL,5/30/12,cyclopoid,0.52515542,NA
1009,EL,5/30/12,cyclopoid,0.329408374,NA
1010,EL,5/30/12,cyclopoid,0.2577813,NA
1011,EL,5/30/12,cyclopoid,0.372606941,NA
1012,EL,5/30/12,cyclopoid,0.324262012,NA
1013,EL,5/30/12,cyclopoid,0.32824015,NA
1014,EL,5/30/12,cyclopoid,0.338646095,NA
1015,EL,5/30/12,cyclopoid,0.471813372,NA
1016,EL,5/30/12,cyclopoid,0.534429165,NA
1017,EL,5/30/12,cyclopoid,0.457449874,NA
1018,EL,5/30/12,cyclopoid,0.311895302,NA
1019,EL,5/30/12,cyclopoid,0.302719338,NA
1020,EL,5/30/12,cyclopoid,0.394494421,NA
1021,EL,5/30/12,cyclopoid,0.470320927,NA
1022,EL,5/30/12,cyclopoid,0.414271893,NA
1023,EL,5/30/12,cyclopoid,0.391967557,NA
1024,EL,5/30/12,cyclopoid,0.575517724,NA
1025,EL,5/30/12,cyclopoid,0.501343201,NA
1026,EL,5/30/12,cyclopoid,0.410195973,NA
1027,EL,5/30/12,daphnia,1.244255871,NA
1028,EL,5/30/12,daphnia,0.706635963,NA
1029,EL,5/30/12,daphnia,0.895657871,NA
1030,EL,5/30/12,daphnia,0.684231953,NA
1031,EL,5/30/12,daphnia,0.589431567,NA
1032,EL,5/30/12,daphnia,0.865143381,NA
1033,EL,5/30/12,daphnia,0.694066309,NA
1034,EL,5/30/12,daphnia,0.819877357,NA
1035,EL,5/30/12,daphnia,2.001106842,NA
1036,EL,5/30/12,daphnia,1.49068726,NA
1037,EL,5/30/12,daphnia,0.961063332,NA
1038,EL,5/30/12,daphnia,2.05219969,NA
1039,EL,5/30/12,daphnia,1.008377649,NA
1040,EL,5/30/12,daphnia,0.828146866,NA
1041,EL,5/30/12,daphnia,0.787651714,NA
1042,EL,5/30/12,daphnia,1.162196891,NA
1043,EL,5/30/12,daphnia,1.690211445,NA
1044,EL,5/30/12,daphnia,0.958321671,NA
1045,EL,5/30/12,daphnia,0.934225592,NA
1046,EL,5/30/12,daphnia,0.918348134,NA
1047,EL,5/30/12,daphnia,1.076238518,NA
1048,EL,5/30/12,daphnia,0.642604514,NA
1049,EL,5/30/12,daphnia,0.851943971,NA
1050,EL,5/30/12,daphnia,0.800240452,NA
1051,EL,5/30/12,holopedium,0.293720262,NA
1052,EL,5/30/12,holopedium,0.366142083,NA
1053,EL,5/30/12,holopedium,0.29185008,NA
1054,EL,5/30/12,holopedium,0.126262691,NA
1055,EL,5/30/12,holopedium,0.159537925,NA
1056,EL,5/30/12,holopedium,0.347484797,NA
1057,EL,5/30/12,holopedium,0.239790336,NA
1058,EL,5/30/12,holopedium,0.184912598,NA
1059,EL,5/30/12,holopedium,0.133584387,NA
1060,EL,5/30/12,holopedium,0.155943869,NA
1061,EL,5/30/12,holopedium,0.144220249,NA
1062,EL,5/30/12,holopedium,0.203258187,NA
1063,EL,5/30/12,holopedium,0.142241928,NA
1064,EL,5/30/12,holopedium,0.140810666,NA
1065,EL,5/30/12,holopedium,0.350092873,NA
1066,EL,5/30/12,holopedium,0.202062288,NA
1067,EL,5/30/12,holopedium,0.300055978,NA
1068,EL,5/30/12,holopedium,0.322479072,NA
1069,EL,5/30/12,holopedium,0.401764586,NA
1070,EL,5/30/12,holopedium,0.330595914,NA
1071,EL,6/13/12,chaoborus,12.97579335,1.548538231
1072,EL,6/13/12,chaoborus,10.43312719,1.351761619
1073,EL,6/13/12,chaoborus,10.82599325,1.151861569
1074,EL,6/13/12,chaoborus,7.682033983,1.590798351
1075,EL,6/13/12,chaoborus,10.70542854,1.446932784
1076,EL,6/13/12,chaoborus,13.85825837,1.232477511
1077,EL,6/13/12,chaoborus,10.48738131,1.001436782
1078,EL,6/13/12,chaoborus,10.72860445,1.493065967
1079,EL,6/13/12,chaoborus,9.616316842,1.063811844
1080,EL,6/13/12,chaoborus,8.890742129,0.970264868
1081,EL,6/13/12,chaoborus,12.50958896,1.439842579
1082,EL,6/13/12,chaoborus,10.14567716,0.992628686
1083,EL,6/13/12,chaoborus,11.64405297,1.126186907
1084,EL,6/13/12,chaoborus,10.45127436,1.049943778
1085,EL,6/13/12,chaoborus,11.28751249,1.308127186
1086,EL,6/13/12,chaoborus,11.76827211,1.061969015
1087,EL,6/13/12,chaoborus,11.07955397,1.23681909
1088,EL,6/13/12,chaoborus,12.30441029,1.383152174
1089,EL,6/13/12,chaoborus,11.37365692,1.260650925
1090,EL,6/13/12,chaoborus,12.34495252,1.186906547
1091,EL,6/13/12,chaoborus,12.2886994,1.396832834
1092,EL,6/13/12,chaoborus,8.755153673,0.693528236
1093,EL,6/13/12,chaoborus,10.21698526,1.391585457
1094,EL,6/13/12,cyclopoid,1.553281087,NA
1095,EL,6/13/12,cyclopoid,0.491832269,NA
1096,EL,6/13/12,cyclopoid,0.461915727,NA
1097,EL,6/13/12,cyclopoid,0.411955167,NA
1098,EL,6/13/12,cyclopoid,0.507060889,NA
1099,EL,6/13/12,cyclopoid,0.442959467,NA
1100,EL,6/13/12,cyclopoid,0.515413094,NA
1101,EL,6/13/12,cyclopoid,0.534490217,NA
1102,EL,6/13/12,cyclopoid,0.525940816,NA
1103,EL,6/13/12,cyclopoid,1.021914201,NA
1104,EL,6/13/12,cyclopoid,0.347077683,NA
1105,EL,6/13/12,cyclopoid,0.287448157,NA
1106,EL,6/13/12,cyclopoid,0.469218341,NA
1107,EL,6/13/12,cyclopoid,0.367185313,NA
1108,EL,6/13/12,cyclopoid,0.510362332,NA
1109,EL,6/13/12,cyclopoid,0.414696827,NA
1110,EL,6/13/12,cyclopoid,0.814750261,NA
1111,EL,6/13/12,cyclopoid,0.554006259,NA
1112,EL,6/13/12,cyclopoid,0.463315183,NA
1113,EL,6/13/12,cyclopoid,1.453353604,NA
1114,EL,6/13/12,cyclopoid,1.419734867,NA
1115,EL,6/13/12,cyclopoid,0.408749141,NA
1116,EL,6/13/12,cyclopoid,1.21538256,NA
1117,EL,6/13/12,cyclopoid,0.833967329,NA
1118,EL,6/13/12,cyclopoid,1.318662375,NA
1119,EL,6/13/12,cyclopoid,0.576766494,NA
1120,EL,6/13/12,daphnia,1.621903606,NA
1121,EL,6/13/12,daphnia,0.775904052,NA
1122,EL,6/13/12,daphnia,1.106356635,NA
1123,EL,6/13/12,daphnia,1.751801501,NA
1124,EL,6/13/12,daphnia,0.747913726,NA
1125,EL,6/13/12,daphnia,0.633055163,NA
1126,EL,6/13/12,daphnia,1.018861072,NA
1127,EL,6/13/12,daphnia,1.243798958,NA
1128,EL,6/13/12,daphnia,0.920527615,NA
1129,EL,6/13/12,daphnia,0.761054569,NA
1130,EL,6/13/12,daphnia,0.64092151,NA
1131,EL,6/13/12,daphnia,1.864959678,NA
1132,EL,6/13/12,daphnia,1.740385806,NA
1133,EL,6/13/12,daphnia,0.770885439,NA
1134,EL,6/13/12,daphnia,0.957820535,NA
1135,EL,6/13/12,daphnia,0.894551338,NA
1136,EL,6/13/12,daphnia,1.321232532,NA
1137,EL,6/13/12,daphnia,1.49985555,NA
1138,EL,6/13/12,daphnia,0.780369627,NA
1139,EL,6/13/12,daphnia,1.362182106,NA
1140,EL,6/13/12,daphnia,1.68850754,NA
1141,EL,6/13/12,daphnia,0.85275157,NA
1142,EL,6/13/12,daphnia,1.616851976,NA
1143,EL,6/13/12,daphnia,1.369346837,NA
1144,EL,6/13/12,daphnia,1.539112993,NA
1145,EL,6/13/12,daphnia,1.232135635,NA
1146,EL,6/13/12,holopedium,0.358266965,NA
1147,EL,6/13/12,holopedium,0.36458996,NA
1148,EL,6/13/12,holopedium,0.216279484,NA
1149,EL,6/13/12,holopedium,0.426624004,NA
1150,EL,6/13/12,holopedium,0.279312231,NA
1151,EL,6/13/12,holopedium,0.248167986,NA
1152,EL,6/13/12,holopedium,0.222729702,NA
1153,EL,6/13/12,holopedium,0.354857383,NA
1154,EL,6/13/12,holopedium,0.211457724,NA
1155,EL,6/13/12,holopedium,0.407559604,NA
1156,EL,6/13/12,holopedium,0.212602733,NA
1157,EL,6/13/12,holopedium,0.187088115,NA
1158,EL,6/13/12,holopedium,0.254446452,NA
